simulação,mês,faturamento mensal
1070,Mês 01,84591.61
1071,Mês 01,71568.98
1072,Mês 01,72178.21
1073,Mês 01,78094.75
1074,Mês 01,57857.32
1075,Mês 01,81207.70
1076,Mês 01,73480.48
1077,Mês 01,97413.84
1078,Mês 01,84448.58
1079,Mês 01,89652.64
1080,Mês 01,99833.74
1081,Mês 01,90904.72
1082,Mês 01,77716.39
1083,Mês 01,88145.35
1084,Mês 01,79218.91
1085,Mês 01,86495.81
1086,Mês 01,78407.98
1087,Mês 01,81663.39
1088,Mês 01,66588.70
1089,Mês 01,76269.41
1090,Mês 01,70073.41
1091,Mês 01,90295.67
1092,Mês 01,84513.23
1093,Mês 01,83583.34
1094,Mês 01,97444.96
1095,Mês 01,66682.53
1096,Mês 01,80335.68
1097,Mês 01,70937.82
1098,Mês 01,70955.99
1099,Mês 01,77997.46
1100,Mês 01,88564.60
1101,Mês 01,81669.68
1102,Mês 01,81301.29
1103,Mês 01,90443.86
1104,Mês 01,58373.21
1105,Mês 01,92937.53
1106,Mês 01,86126.26
1107,Mês 01,93413.30
1108,Mês 01,76012.98
1109,Mês 01,85667.60
1110,Mês 01,94947.31
1111,Mês 01,72557.57
1112,Mês 01,84888.46
1113,Mês 01,81317.50
1114,Mês 01,74780.44
1115,Mês 01,78108.20
1116,Mês 01,88269.46
1117,Mês 01,84543.31
1118,Mês 01,71149.71
1119,Mês 01,59615.53
1120,Mês 01,75888.27
1121,Mês 01,92729.10
1122,Mês 01,68754.78
1123,Mês 01,82606.56
1124,Mês 01,76479.50
1125,Mês 01,82662.95
1126,Mês 01,84308.46
1127,Mês 01,62632.73
1128,Mês 01,72750.86
1129,Mês 01,71140.65
1130,Mês 01,101058.56
1131,Mês 01,80509.14
1132,Mês 01,80792.03
1133,Mês 01,87202.24
1134,Mês 01,81670.03
1135,Mês 01,75433.71
1136,Mês 01,94381.96
1137,Mês 01,91632.82
1138,Mês 01,92849.17
1139,Mês 01,100548.10
1140,Mês 01,80328.36
1141,Mês 01,63049.82
1142,Mês 01,97997.38
1143,Mês 01,85215.95
1144,Mês 01,89465.51
1145,Mês 01,82820.01
1146,Mês 01,79277.07
1147,Mês 01,75790.14
1148,Mês 01,80399.07
1149,Mês 01,75878.39
1150,Mês 01,88183.14
1151,Mês 01,81110.67
1152,Mês 01,82879.20
1153,Mês 01,100515.09
1154,Mês 01,89017.65
1155,Mês 01,81470.11
1156,Mês 01,92803.52
1157,Mês 01,94591.61
1158,Mês 01,93824.33
1159,Mês 01,91762.26
1160,Mês 01,73240.62
1161,Mês 01,89026.78
1162,Mês 01,72468.11
1163,Mês 01,71334.29
1164,Mês 01,65707.33
1165,Mês 01,70168.97
1166,Mês 01,93150.48
1167,Mês 01,85953.23
1168,Mês 01,104806.51
1169,Mês 01,89230.87
1170,Mês 01,87397.59
1171,Mês 01,71376.93
1172,Mês 01,71893.42
1173,Mês 01,79475.52
1174,Mês 01,75664.88
1175,Mês 01,73320.58
1176,Mês 01,58389.44
1177,Mês 01,77640.20
1178,Mês 01,101434.45
1179,Mês 01,84422.82
1180,Mês 01,87227.77
1181,Mês 01,90581.36
1182,Mês 01,92150.66
1183,Mês 01,83113.90
1184,Mês 01,81377.58
1185,Mês 01,71680.29
1186,Mês 01,87986.48
1187,Mês 01,67499.74
1188,Mês 01,86884.37
1189,Mês 01,88410.82
1190,Mês 01,83796.10
1191,Mês 01,64156.72
1192,Mês 01,71499.92
1193,Mês 01,76652.27
1194,Mês 01,88247.02
1195,Mês 01,93339.36
1196,Mês 01,94642.01
1197,Mês 01,85567.18
1198,Mês 01,67300.77
1199,Mês 01,74196.45
1200,Mês 01,81029.65
1201,Mês 01,79457.45
1202,Mês 01,71415.24
1203,Mês 01,75721.66
1204,Mês 01,82463.48
1205,Mês 01,81649.57
1206,Mês 01,68649.88
1207,Mês 01,65252.21
1208,Mês 01,83091.58
1209,Mês 01,73474.02
1210,Mês 01,80128.14
1211,Mês 01,85040.94
1212,Mês 01,88995.99
1213,Mês 01,91828.95
1214,Mês 01,63179.33
1215,Mês 01,73518.68
1216,Mês 01,79356.02
1217,Mês 01,92224.02
1218,Mês 01,58668.16
1219,Mês 01,73778.73
1220,Mês 01,72587.45
1221,Mês 01,100449.39
1222,Mês 01,56018.37
1223,Mês 01,88277.75
1224,Mês 01,75944.13
1225,Mês 01,92032.13
1226,Mês 01,76435.23
1227,Mês 01,95895.63
1228,Mês 01,76588.00
1229,Mês 01,84300.89
1230,Mês 01,81110.88
1231,Mês 01,73055.02
1232,Mês 01,88756.56
1233,Mês 01,85452.58
1234,Mês 01,90018.70
1235,Mês 01,72704.27
1236,Mês 01,65095.07
1237,Mês 01,85041.55
1238,Mês 01,82008.24
1239,Mês 01,78331.60
1240,Mês 01,88549.45
1241,Mês 01,81660.19
1242,Mês 01,85712.83
1243,Mês 01,65352.93
1244,Mês 01,89963.88
1245,Mês 01,63400.94
1246,Mês 01,77200.34
1247,Mês 01,87004.97
1248,Mês 01,80985.26
1249,Mês 01,70400.27
1250,Mês 01,88513.42
1251,Mês 01,78565.77
1252,Mês 01,89248.26
1253,Mês 01,85002.38
1254,Mês 01,80434.23
1255,Mês 01,90400.27
1256,Mês 01,95861.14
1257,Mês 01,90823.79
1258,Mês 01,55846.37
1259,Mês 01,79038.56
1260,Mês 01,86104.40
1261,Mês 01,69699.05
1262,Mês 01,73328.40
1263,Mês 01,74715.49
1264,Mês 01,76584.80
1265,Mês 01,87168.80
1266,Mês 01,76006.70
1267,Mês 01,81131.60
1268,Mês 01,83763.26
1269,Mês 01,71157.24
1270,Mês 01,76599.80
1271,Mês 01,84136.26
1272,Mês 01,84811.46
1273,Mês 01,83073.09
1274,Mês 01,66871.60
1275,Mês 01,96997.43
1276,Mês 01,55688.79
1277,Mês 01,94571.02
1278,Mês 01,75347.55
1279,Mês 01,64595.67
1280,Mês 01,64285.11
1281,Mês 01,63869.83
1282,Mês 01,81710.39
1283,Mês 01,88881.57
1284,Mês 01,96516.39
1285,Mês 01,78517.17
1286,Mês 01,87224.96
1287,Mês 01,72310.40
1288,Mês 01,73572.78
1289,Mês 01,79553.72
1290,Mês 01,74108.21
1291,Mês 01,76818.19
1292,Mês 01,78357.86
1293,Mês 01,69336.37
1294,Mês 01,75230.24
1295,Mês 01,71090.15
1296,Mês 01,72378.42
1297,Mês 01,51437.25
1298,Mês 01,99248.38
1299,Mês 01,80780.78
1300,Mês 01,69078.80
1301,Mês 01,82305.34
1302,Mês 01,92344.57
1303,Mês 01,78063.16
1304,Mês 01,100109.03
1305,Mês 01,55702.45
1306,Mês 01,88601.51
1307,Mês 01,71091.68
1308,Mês 01,91256.80
1309,Mês 01,78622.14
1310,Mês 01,67757.75
1311,Mês 01,88638.27
1312,Mês 01,86252.90
1313,Mês 01,71075.35
1314,Mês 01,79178.63
1315,Mês 01,79117.40
1316,Mês 01,75535.46
1317,Mês 01,56835.55
1318,Mês 01,69762.66
1319,Mês 01,99611.04
1320,Mês 01,99249.41
1321,Mês 01,80510.76
1322,Mês 01,68901.61
1323,Mês 01,77820.32
1324,Mês 01,77187.06
1325,Mês 01,91120.61
1326,Mês 01,85598.12
1327,Mês 01,70319.50
1328,Mês 01,91818.28
1329,Mês 01,67407.04
1330,Mês 01,70674.41
1331,Mês 01,65830.10
1332,Mês 01,82920.36
1333,Mês 01,73063.04
1334,Mês 01,91903.61
1335,Mês 01,76719.44
1336,Mês 01,80178.55
1337,Mês 01,73277.81
1338,Mês 01,80448.23
1339,Mês 01,80200.30
1340,Mês 01,62317.36
1341,Mês 01,77896.72
1342,Mês 01,73286.20
1343,Mês 01,91189.12
1344,Mês 01,88468.54
1345,Mês 01,94350.65
1346,Mês 01,68781.71
1347,Mês 01,75098.09
1348,Mês 01,75213.08
1349,Mês 01,65427.26
1350,Mês 01,79933.21
1351,Mês 01,94007.77
1352,Mês 01,92910.52
1353,Mês 01,86682.48
1354,Mês 01,80487.17
1355,Mês 01,84622.52
1356,Mês 01,95976.75
1357,Mês 01,67984.65
1358,Mês 01,79585.42
1359,Mês 01,78279.69
1360,Mês 01,107285.00
1361,Mês 01,89288.51
1362,Mês 01,63707.91
1363,Mês 01,71936.69
1364,Mês 01,71718.60
1365,Mês 01,67483.02
1366,Mês 01,70618.20
1367,Mês 01,95190.20
1368,Mês 01,89885.26
1369,Mês 01,60927.78
1370,Mês 01,67825.01
1371,Mês 01,50662.29
1372,Mês 01,81538.54
1373,Mês 01,71902.39
1374,Mês 01,104254.13
1375,Mês 01,91849.84
1376,Mês 01,70954.09
1377,Mês 01,79211.74
1378,Mês 01,71005.52
1379,Mês 01,74606.87
1380,Mês 01,94773.73
1381,Mês 01,88557.35
1382,Mês 01,94001.00
1383,Mês 01,67844.57
1384,Mês 01,87479.95
1385,Mês 01,78564.75
1386,Mês 01,73816.03
1387,Mês 01,91092.08
1388,Mês 01,96133.59
1389,Mês 01,73915.63
1390,Mês 01,80854.77
1391,Mês 01,83933.78
1392,Mês 01,80613.44
1393,Mês 01,71143.48
1394,Mês 01,88016.40
1395,Mês 01,81087.85
1396,Mês 01,82515.93
1397,Mês 01,73827.15
1398,Mês 01,79198.63
1399,Mês 01,85012.49
1400,Mês 01,75949.49
1401,Mês 01,101409.70
1402,Mês 01,85931.05
1403,Mês 01,95107.32
1404,Mês 01,85198.29
1405,Mês 01,84709.67
1406,Mês 01,89126.02
1407,Mês 01,59175.28
1408,Mês 01,81728.92
1409,Mês 01,89155.30
1410,Mês 01,83882.74
1411,Mês 01,91142.34
1412,Mês 01,68396.63
1413,Mês 01,90755.95
1414,Mês 01,99581.32
1415,Mês 01,72860.47
1416,Mês 01,80554.80
1417,Mês 01,67418.03
1418,Mês 01,71138.87
1419,Mês 01,68575.18
1420,Mês 01,76779.39
1421,Mês 01,77263.93
1422,Mês 01,104260.86
1423,Mês 01,66787.66
1424,Mês 01,87323.48
1425,Mês 01,91285.94
1426,Mês 01,84932.54
1427,Mês 01,77149.04
1428,Mês 01,58232.20
1429,Mês 01,86588.20
1430,Mês 01,80879.64
1431,Mês 01,92552.26
1432,Mês 01,68216.54
1433,Mês 01,97984.15
1434,Mês 01,91612.11
1435,Mês 01,70768.81
1436,Mês 01,93057.77
1437,Mês 01,68821.06
1438,Mês 01,83585.54
1439,Mês 01,71139.61
1440,Mês 01,87939.35
1441,Mês 01,82455.28
1442,Mês 01,84517.00
1443,Mês 01,91121.49
1444,Mês 01,74943.79
1445,Mês 01,106646.14
1446,Mês 01,74394.43
1447,Mês 01,84220.14
1448,Mês 01,87814.29
1449,Mês 01,86538.65
1450,Mês 01,97219.64
1451,Mês 01,86287.31
1452,Mês 01,66646.77
1453,Mês 01,87646.00
1454,Mês 01,110966.96
1455,Mês 01,78365.93
1456,Mês 01,72777.00
1457,Mês 01,64919.24
1458,Mês 01,92194.31
1459,Mês 01,74208.14
1460,Mês 01,82783.86
1461,Mês 01,81203.50
1462,Mês 01,76711.69
1463,Mês 01,64603.74
1464,Mês 01,83929.07
1465,Mês 01,66184.51
1466,Mês 01,94022.10
1467,Mês 01,82906.66
1468,Mês 01,53733.15
1469,Mês 01,81886.70
1470,Mês 01,87037.96
1471,Mês 01,90397.62
1472,Mês 01,92304.84
1473,Mês 01,70545.32
1474,Mês 01,78738.58
1475,Mês 01,59197.17
1476,Mês 01,78176.85
1477,Mês 01,92403.83
1478,Mês 01,80100.67
1479,Mês 01,95837.18
1480,Mês 01,94225.95
1481,Mês 01,74260.65
1482,Mês 01,64058.17
1483,Mês 01,76145.99
1484,Mês 01,72449.66
1485,Mês 01,80106.93
1486,Mês 01,77321.61
1487,Mês 01,79021.08
1488,Mês 01,59562.31
1489,Mês 01,59780.06
1490,Mês 01,67514.18
1491,Mês 01,81303.57
1492,Mês 01,77732.39
1493,Mês 01,84343.77
1494,Mês 01,99799.48
1495,Mês 01,100961.61
1496,Mês 01,88248.84
1497,Mês 01,76804.88
1498,Mês 01,83641.70
1499,Mês 01,100180.97
1500,Mês 01,72838.05
1501,Mês 01,83218.35
1502,Mês 01,96536.35
1503,Mês 01,89066.48
1504,Mês 01,67681.31
1505,Mês 01,78340.38
1506,Mês 01,81393.51
1507,Mês 01,83699.79
1508,Mês 01,84287.28
1509,Mês 01,85727.25
1510,Mês 01,77238.68
1511,Mês 01,86893.83
1512,Mês 01,108220.00
1513,Mês 01,105893.90
1514,Mês 01,80504.27
1515,Mês 01,96462.83
1516,Mês 01,73495.26
1517,Mês 01,80486.84
1518,Mês 01,75225.94
1519,Mês 01,69735.66
1520,Mês 01,88372.09
1521,Mês 01,81948.39
1522,Mês 01,72683.67
1523,Mês 01,75583.10
1524,Mês 01,74504.55
1525,Mês 01,70338.73
1526,Mês 01,83836.55
1527,Mês 01,93789.11
1528,Mês 01,78914.16
1529,Mês 01,71966.58
1530,Mês 01,84402.48
1531,Mês 01,92329.19
1532,Mês 01,87582.45
1533,Mês 01,81394.15
1534,Mês 01,87539.12
1535,Mês 01,64322.28
1536,Mês 01,72753.26
1537,Mês 01,97606.28
1538,Mês 01,71035.31
1539,Mês 01,100992.50
1540,Mês 01,87055.49
1541,Mês 01,82862.78
1542,Mês 01,80335.52
1543,Mês 01,91312.99
1544,Mês 01,84634.45
1545,Mês 01,63035.42
1546,Mês 01,79622.58
1547,Mês 01,77022.64
1548,Mês 01,86546.42
1549,Mês 01,78115.23
1550,Mês 01,68204.83
1551,Mês 01,79553.14
1552,Mês 01,81396.82
1553,Mês 01,78015.44
1554,Mês 01,84427.53
1555,Mês 01,81606.11
1556,Mês 01,87148.17
1557,Mês 01,92186.08
1558,Mês 01,80148.16
1559,Mês 01,76472.99
1560,Mês 01,69152.44
1561,Mês 01,84924.83
1562,Mês 01,68967.07
1563,Mês 01,93867.81
1564,Mês 01,91093.72
1565,Mês 01,69500.86
1566,Mês 01,77621.86
1567,Mês 01,95328.13
1568,Mês 01,75051.19
1569,Mês 01,95626.69
1570,Mês 01,58469.91
1571,Mês 01,76714.47
1572,Mês 01,67956.91
1573,Mês 01,80187.78
1574,Mês 01,74671.48
1575,Mês 01,76597.30
1576,Mês 01,77251.68
1577,Mês 01,77549.35
1578,Mês 01,80562.45
1579,Mês 01,88782.06
1580,Mês 01,73226.38
1581,Mês 01,78130.28
1582,Mês 01,81225.55
1583,Mês 01,82894.51
1584,Mês 01,82704.64
1585,Mês 01,87984.61
1586,Mês 01,71223.03
1587,Mês 01,73607.84
1588,Mês 01,80984.38
1589,Mês 01,75384.87
1590,Mês 01,81796.66
1591,Mês 01,75688.20
1592,Mês 01,85763.56
1593,Mês 01,73488.24
1594,Mês 01,79133.06
1595,Mês 01,73752.86
1596,Mês 01,90869.16
1597,Mês 01,74614.74
1598,Mês 01,57722.00
1599,Mês 01,86488.02
1600,Mês 01,74851.35
1601,Mês 01,75291.70
1602,Mês 01,65426.95
1603,Mês 01,72741.12
1604,Mês 01,73334.44
1605,Mês 01,70275.96
1606,Mês 01,68609.43
1607,Mês 01,88675.79
1608,Mês 01,76723.92
1609,Mês 01,84631.38
1610,Mês 01,94265.36
1611,Mês 01,91542.35
1612,Mês 01,89372.25
1613,Mês 01,90031.37
1614,Mês 01,89019.98
1615,Mês 01,97460.78
1616,Mês 01,90499.44
1617,Mês 01,91004.28
1618,Mês 01,79805.24
1619,Mês 01,72678.91
1620,Mês 01,59926.96
1621,Mês 01,99737.33
1622,Mês 01,86379.32
1623,Mês 01,71218.65
1624,Mês 01,92040.01
1625,Mês 01,69250.10
1626,Mês 01,83326.21
1627,Mês 01,73652.05
1628,Mês 01,84260.25
1629,Mês 01,72037.76
1630,Mês 01,63353.34
1631,Mês 01,72343.47
1632,Mês 01,83430.49
1633,Mês 01,107859.12
1634,Mês 01,83072.04
1635,Mês 01,76295.72
1636,Mês 01,96968.54
1637,Mês 01,89166.28
1638,Mês 01,95682.00
1639,Mês 01,73646.93
1640,Mês 01,72500.30
1641,Mês 01,89969.57
1642,Mês 01,84176.81
1643,Mês 01,81180.28
1644,Mês 01,76969.58
1645,Mês 01,81079.80
1646,Mês 01,78314.54
1647,Mês 01,80523.73
1648,Mês 01,79557.40
1649,Mês 01,90217.25
1650,Mês 01,56330.31
1651,Mês 01,99087.76
1652,Mês 01,87633.19
1653,Mês 01,71043.11
1654,Mês 01,79090.79
1655,Mês 01,79882.32
1656,Mês 01,91151.30
1657,Mês 01,95383.95
1658,Mês 01,77052.36
1659,Mês 01,82266.57
1660,Mês 01,83391.42
1661,Mês 01,60614.73
1662,Mês 01,74750.98
1663,Mês 01,97408.58
1664,Mês 01,68646.09
1665,Mês 01,93038.74
1666,Mês 01,89625.92
1667,Mês 01,88888.39
1668,Mês 01,65099.17
1669,Mês 01,66607.30
1670,Mês 01,79171.62
1671,Mês 01,76512.25
1672,Mês 01,65522.93
1673,Mês 01,62697.05
1674,Mês 01,93271.91
1675,Mês 01,78124.96
1676,Mês 01,60904.17
1677,Mês 01,75425.69
1678,Mês 01,90771.93
1679,Mês 01,83185.01
1680,Mês 01,80302.34
1681,Mês 01,83461.47
1682,Mês 01,78675.55
1683,Mês 01,81549.72
1684,Mês 01,81727.04
1685,Mês 01,59203.03
1686,Mês 01,94625.30
1687,Mês 01,72765.63
1688,Mês 01,72001.19
1689,Mês 01,83539.77
1690,Mês 01,73001.85
1691,Mês 01,72330.59
1692,Mês 01,90355.65
1693,Mês 01,83954.69
1694,Mês 01,76750.21
1695,Mês 01,94357.40
1696,Mês 01,53407.19
1697,Mês 01,83036.93
1698,Mês 01,73373.57
1699,Mês 01,79052.29
1700,Mês 01,85465.24
1701,Mês 01,74657.38
1702,Mês 01,68598.03
1703,Mês 01,89680.30
1704,Mês 01,74288.30
1705,Mês 01,85323.72
1706,Mês 01,82025.99
1707,Mês 01,70169.67
1708,Mês 01,91984.82
1709,Mês 01,91392.42
1710,Mês 01,76832.92
1711,Mês 01,72278.35
1712,Mês 01,67257.13
1713,Mês 01,88813.61
1714,Mês 01,74463.54
1715,Mês 01,66116.95
1716,Mês 01,78568.34
1717,Mês 01,74515.96
1718,Mês 01,74923.32
1719,Mês 01,80058.84
1720,Mês 01,85913.20
1721,Mês 01,64765.29
1722,Mês 01,78583.41
1723,Mês 01,77347.71
1724,Mês 01,74301.02
1725,Mês 01,85680.87
1726,Mês 01,92651.99
1727,Mês 01,72957.05
1728,Mês 01,72638.03
1729,Mês 01,88779.10
1730,Mês 01,77663.27
1731,Mês 01,75692.70
1732,Mês 01,95921.98
1733,Mês 01,89352.69
1734,Mês 01,60164.24
1735,Mês 01,86623.46
1736,Mês 01,75970.57
1737,Mês 01,77988.14
1738,Mês 01,96051.98
1739,Mês 01,83204.62
1740,Mês 01,87963.10
1741,Mês 01,78945.15
1742,Mês 01,94767.54
1743,Mês 01,84300.78
1744,Mês 01,76505.29
1745,Mês 01,88542.68
1746,Mês 01,83962.71
1747,Mês 01,72472.43
1748,Mês 01,89183.63
1749,Mês 01,69213.39
1750,Mês 01,75239.02
1751,Mês 01,105111.33
1752,Mês 01,70583.82
1753,Mês 01,69107.76
1754,Mês 01,93897.75
1755,Mês 01,68896.46
1756,Mês 01,98262.20
1757,Mês 01,93627.60
1758,Mês 01,83376.06
1759,Mês 01,73621.96
1760,Mês 01,81809.38
1761,Mês 01,91104.97
1762,Mês 01,85748.26
1763,Mês 01,88476.38
1764,Mês 01,73668.14
1765,Mês 01,91803.18
1766,Mês 01,92092.80
1767,Mês 01,94310.20
1768,Mês 01,72977.03
1769,Mês 01,94416.46
1770,Mês 01,68221.64
1771,Mês 01,74871.81
1772,Mês 01,99220.37
1773,Mês 01,72671.87
1774,Mês 01,87135.66
1775,Mês 01,77362.95
1776,Mês 01,78155.46
1777,Mês 01,70622.13
1778,Mês 01,72936.70
1779,Mês 01,77977.00
1780,Mês 01,100309.54
1781,Mês 01,61483.43
1782,Mês 01,83368.92
1783,Mês 01,81881.00
1784,Mês 01,59839.70
1785,Mês 01,92769.83
1786,Mês 01,82497.07
1787,Mês 01,71389.77
1788,Mês 01,95658.21
1789,Mês 01,70225.25
1790,Mês 01,82811.43
1791,Mês 01,69200.68
1792,Mês 01,80591.73
1793,Mês 01,79539.91
1794,Mês 01,93536.12
1795,Mês 01,94692.13
1796,Mês 01,81702.03
1797,Mês 01,78169.97
1798,Mês 01,90342.27
1799,Mês 01,63893.06
1800,Mês 01,81485.48
1801,Mês 01,84047.48
1802,Mês 01,77101.78
1803,Mês 01,73748.34
1804,Mês 01,67063.74
1805,Mês 01,90427.47
1806,Mês 01,70130.87
1807,Mês 01,78133.87
1808,Mês 01,78684.06
1809,Mês 01,97564.93
1810,Mês 01,65873.18
1811,Mês 01,76193.09
1812,Mês 01,79008.79
1813,Mês 01,70123.42
1814,Mês 01,78832.15
1815,Mês 01,74528.25
1816,Mês 01,90068.84
1817,Mês 01,76943.50
1818,Mês 01,72140.84
1819,Mês 01,75753.57
1820,Mês 01,69385.02
1821,Mês 01,85242.03
1822,Mês 01,79160.89
1823,Mês 01,82778.43
1824,Mês 01,95167.45
1825,Mês 01,85170.28
1826,Mês 01,82417.67
1827,Mês 01,91787.24
1828,Mês 01,93494.73
1829,Mês 01,70043.58
1830,Mês 01,80475.79
1831,Mês 01,78247.75
1832,Mês 01,88601.20
1833,Mês 01,98965.83
1834,Mês 01,61765.07
1835,Mês 01,83692.66
1836,Mês 01,72756.92
1837,Mês 01,84012.82
1838,Mês 01,65994.78
1839,Mês 01,74997.84
1840,Mês 01,85821.67
1841,Mês 01,77568.19
1842,Mês 01,71298.24
1843,Mês 01,78446.27
1844,Mês 01,64863.46
1845,Mês 01,77962.12
1846,Mês 01,71032.25
1847,Mês 01,75515.10
1848,Mês 01,69965.23
1849,Mês 01,66320.65
1850,Mês 01,89910.93
1851,Mês 01,77491.16
1852,Mês 01,75887.93
1853,Mês 01,91165.64
1854,Mês 01,81003.23
1855,Mês 01,75054.73
1856,Mês 01,84866.36
1857,Mês 01,74878.95
1858,Mês 01,69932.07
1859,Mês 01,72861.46
1860,Mês 01,75861.32
1861,Mês 01,62266.46
1862,Mês 01,66330.61
1863,Mês 01,68062.81
1864,Mês 01,96628.71
1865,Mês 01,83233.94
1866,Mês 01,81759.97
1867,Mês 01,72034.74
1868,Mês 01,95124.56
1869,Mês 01,84122.54
1870,Mês 01,90644.56
1871,Mês 01,90346.68
1872,Mês 01,78633.81
1873,Mês 01,100228.66
1874,Mês 01,79922.25
1875,Mês 01,72057.18
1876,Mês 01,82613.66
1877,Mês 01,75944.67
1878,Mês 01,77031.14
1879,Mês 01,66313.29
1880,Mês 01,70899.74
1881,Mês 01,79215.10
1882,Mês 01,78019.73
1883,Mês 01,76004.47
1884,Mês 01,85892.83
1885,Mês 01,72241.36
1886,Mês 01,94738.79
1887,Mês 01,83963.82
1888,Mês 01,89009.16
1889,Mês 01,89811.50
1890,Mês 01,85551.72
1891,Mês 01,70700.73
1892,Mês 01,86258.39
1893,Mês 01,93424.60
1894,Mês 01,89452.60
1895,Mês 01,84308.14
1896,Mês 01,76160.40
1897,Mês 01,78035.31
1898,Mês 01,63402.65
1899,Mês 01,70037.01
1900,Mês 01,78465.58
1901,Mês 01,80074.32
1902,Mês 01,72534.79
1903,Mês 01,57817.64
1904,Mês 01,86895.07
1905,Mês 01,76694.47
1906,Mês 01,84318.55
1907,Mês 01,84870.09
1908,Mês 01,77411.86
1909,Mês 01,88149.87
1910,Mês 01,102758.56
1911,Mês 01,68240.20
1912,Mês 01,89750.44
1913,Mês 01,87356.09
1914,Mês 01,75622.78
1915,Mês 01,85755.16
1916,Mês 01,76080.46
1917,Mês 01,75132.32
1918,Mês 01,88420.69
1919,Mês 01,80200.03
1920,Mês 01,68925.75
1921,Mês 01,77043.34
1922,Mês 01,85477.06
1923,Mês 01,96377.55
1924,Mês 01,65906.43
1925,Mês 01,87175.31
1926,Mês 01,88388.71
1927,Mês 01,81707.84
1928,Mês 01,87689.92
1929,Mês 01,85578.63
1930,Mês 01,67859.56
1931,Mês 01,82545.34
1932,Mês 01,85503.80
1933,Mês 01,86560.44
1934,Mês 01,89948.93
1935,Mês 01,76407.21
1936,Mês 01,90617.95
1937,Mês 01,72778.41
1938,Mês 01,67285.46
1939,Mês 01,88305.05
1940,Mês 01,62344.79
1941,Mês 01,57551.11
1942,Mês 01,84404.80
1943,Mês 01,72215.08
1944,Mês 01,83066.93
1945,Mês 01,99639.99
1946,Mês 01,83935.72
1947,Mês 01,92955.08
1948,Mês 01,91522.33
1949,Mês 01,85550.85
1950,Mês 01,86743.68
1951,Mês 01,83377.60
1952,Mês 01,71479.47
1953,Mês 01,83286.78
1954,Mês 01,82503.99
1955,Mês 01,83239.43
1956,Mês 01,71183.35
1957,Mês 01,68471.34
1958,Mês 01,83608.28
1959,Mês 01,64942.90
1960,Mês 01,77310.92
1961,Mês 01,88729.86
1962,Mês 01,83666.12
1963,Mês 01,66321.28
1964,Mês 01,73023.37
1965,Mês 01,71464.72
1966,Mês 01,100551.93
1967,Mês 01,74061.44
1968,Mês 01,98466.03
1969,Mês 01,88566.92
1970,Mês 01,72650.90
1971,Mês 01,82760.79
1972,Mês 01,85668.17
1973,Mês 01,67655.94
1974,Mês 01,72542.36
1975,Mês 01,76569.24
1976,Mês 01,98208.87
1977,Mês 01,71591.87
1978,Mês 01,93283.32
1979,Mês 01,60191.46
1980,Mês 01,87777.95
1981,Mês 01,67183.30
1982,Mês 01,82698.24
1983,Mês 01,71813.15
1984,Mês 01,85518.48
1985,Mês 01,57787.66
1986,Mês 01,85667.86
1987,Mês 01,78575.11
1988,Mês 01,74321.37
1989,Mês 01,80289.07
1990,Mês 01,70632.33
1991,Mês 01,71787.13
1992,Mês 01,90027.25
1993,Mês 01,92994.86
1994,Mês 01,74506.24
1995,Mês 01,87840.96
1996,Mês 01,66177.14
1997,Mês 01,83355.56
1998,Mês 01,74879.70
1999,Mês 01,80777.84
2000,Mês 01,87105.14
2001,Mês 01,73286.26
